Date,Year,Month,Country,State,Region,Confirmed_Cases,Malaria_Deaths,Malaria_Incidence_per_1000,Season(Dry/Rainy),Mortality Rate(%),Quarter
Nov-2018,2018,November,Nigeria,Kaduna,North West,255622,740,31.24,Dry,0.29,4
Nov-2018,2018,November,Nigeria,Borno,North East,144081,504,26.02,Dry,0.35,4
Nov-2018,2018,November,Nigeria,Kwara,North Central,24441,80,7.6,Dry,0.33,4
Nov-2018,2018,November,Nigeria,Lagos,South West,232959,289,18.52,Dry,0.12,4
Nov-2018,2018,November,Nigeria,Ogun,South West,108211,325,18.72,Dry,0.30,4
Nov-2018,2018,November,Nigeria,Rivers,South South,138744,386,20.48,Dry,0.28,4
Nov-2018,2018,November,Nigeria,Enugu,South East,78141,213,18.39,Dry,0.27,4
Dec-2018,2018,December,Nigeria,Kano,North West,374232,1036,26.84,Dry,0.28,4
Dec-2018,2018,December,Nigeria,Kaduna,North West,233931,676,28.59,Dry,0.29,4
Dec-2018,2018,December,Nigeria,Borno,North East,104266,497,18.83,Dry,0.48,4
Dec-2018,2018,December,Nigeria,Kwara,North Central,18293,57,5.69,Dry,0.31,4
Dec-2018,2018,December,Nigeria,Lagos,South West,213323,357,16.96,Dry,0.17,4
Dec-2018,2018,December,Nigeria,Ogun,South West,97909,257,16.94,Dry,0.26,4
Dec-2018,2018,December,Nigeria,Rivers,South South,117488,301,17.34,Dry,0.26,4
Dec-2018,2018,December,Nigeria,Enugu,South East,81680,248,19.22,Dry,0.30,4
Jan-2019,2019,January,Nigeria,Kano,North West,340268,1196,23.78,Dry,0.35,1
Jan-2019,2019,January,Nigeria,Kaduna,North West,200477,551,23.9,Dry,0.27,1
Jan-2019,2019,January,Nigeria,Borno,North East,93930,335,16.55,Dry,0.36,1
Jan-2019,2019,January,Nigeria,Kwara,North Central,15620,36,4.74,Dry,0.23,1
Jan-2019,2019,January,Nigeria,Lagos,South West,195437,365,15.27,Dry,0.19,1
Jan-2019,2019,January,Nigeria,Ogun,South West,86019,248,14.52,Dry,0.29,1
Jan-2019,2019,January,Nigeria,Rivers,South South,105312,304,15.17,Dry,0.29,1
Jan-2019,2019,January,Nigeria,Enugu,South East,75464,168,17.33,Dry,0.22,1
Feb-2019,2019,February,Nigeria,Kano,North West,352827,787,24.66,Dry,0.22,1
Feb-2019,2019,February,Nigeria,Kaduna,North West,176349,503,21.03,Dry,0.29,1
Feb-2019,2019,February,Nigeria,Borno,North East,90589,371,15.96,Dry,0.41,1
Feb-2019,2019,February,Nigeria,Kwara,North Central,16615,49,5.04,Dry,0.29,1
Feb-2019,2019,February,Nigeria,Lagos,South West,156943,297,12.26,Dry,0.19,1
Feb-2019,2019,February,Nigeria,Ogun,South West,69316,173,11.7,Dry,0.25,1
Feb-2019,2019,February,Nigeria,Rivers,South South,114361,258,16.47,Dry,0.23,1
Feb-2019,2019,February,Nigeria,Enugu,South East,69956,211,16.06,Dry,0.30,1
Mar-2019,2019,March,Nigeria,Kano,North West,409025,1110,28.59,Dry,0.27,1
Mar-2019,2019,March,Nigeria,Kaduna,North West,238745,730,28.47,Dry,0.31,1
Mar-2019,2019,March,Nigeria,Borno,North East,111866,426,19.71,Dry,0.38,1
Mar-2019,2019,March,Nigeria,Kwara,North Central,18096,49,5.49,Dry,0.27,1
Mar-2019,2019,March,Nigeria,Lagos,South West,212598,417,16.61,Dry,0.20,1
Mar-2019,2019,March,Nigeria,Ogun,South West,94989,254,16.03,Dry,0.27,1
Mar-2019,2019,March,Nigeria,Rivers,South South,119415,236,17.2,Dry,0.20,1
Mar-2019,2019,March,Nigeria,Enugu,South East,74733,170,17.16,Dry,0.23,1
Apr-2019,2019,April,Nigeria,Kano,North West,300658,835,21.01,Rainy,0.28,2
Apr-2019,2019,April,Nigeria,Kaduna,North West,187750,586,22.39,Rainy,0.31,2
Apr-2019,2019,April,Nigeria,Borno,North East,90350,395,15.92,Rainy,0.44,2
Apr-2019,2019,April,Nigeria,Kwara,North Central,13538,34,4.11,Rainy,0.25,2
Apr-2019,2019,April,Nigeria,Lagos,South West,165090,290,12.9,Rainy,0.18,2
Apr-2019,2019,April,Nigeria,Ogun,South West,71463,193,12.06,Rainy,0.27,2
Apr-2019,2019,April,Nigeria,Rivers,South South,90940,260,13.1,Rainy,0.29,2
Apr-2019,2019,April,Nigeria,Enugu,South East,63447,166,14.57,Rainy,0.26,2
May-2019,2019,May,Nigeria,Kano,North West,365028,821,25.51,Rainy,0.22,2
May-2019,2019,May,Nigeria,Kaduna,North West,214183,810,25.54,Rainy,0.38,2
May-2019,2019,May,Nigeria,Borno,North East,80791,297,14.24,Rainy,0.37,2
May-2019,2019,May,Nigeria,Kwara,North Central,16765,43,5.08,Rainy,0.26,2
May-2019,2019,May,Nigeria,Lagos,South West,184045,350,14.38,Rainy,0.19,2
May-2019,2019,May,Nigeria,Ogun,South West,79230,224,13.37,Rainy,0.28,2
May-2019,2019,May,Nigeria,Rivers,South South,108104,255,15.57,Rainy,0.24,2
May-2019,2019,May,Nigeria,Enugu,South East,68607,161,15.75,Rainy,0.23,2
Jun-2019,2019,June,Nigeria,Kano,North West,387593,1331,27.09,Rainy,0.34,2
Jun-2019,2019,June,Nigeria,Kaduna,North West,236352,871,28.18,Rainy,0.37,2
Jun-2019,2019,June,Nigeria,Borno,North East,97963,400,17.26,Rainy,0.41,2
Jun-2019,2019,June,Nigeria,Kwara,North Central,19742,65,5.99,Rainy,0.33,2
Jun-2019,2019,June,Nigeria,Lagos,South West,190468,259,14.88,Rainy,0.14,2
Jun-2019,2019,June,Nigeria,Ogun,South West,83081,229,14.02,Rainy,0.28,2
Jun-2019,2019,June,Nigeria,Rivers,South South,129865,394,18.7,Rainy,0.30,2
Jun-2019,2019,June,Nigeria,Enugu,South East,75326,181,17.3,Rainy,0.24,2
Jul-2019,2019,July,Nigeria,Kano,North West,536800,1329,37.52,Rainy,0.25,3
Jul-2019,2019,July,Nigeria,Kaduna,North West,345657,825,41.21,Rainy,0.24,3
Jul-2019,2019,July,Nigeria,Borno,North East,136511,545,24.05,Rainy,0.40,3
Jul-2019,2019,July,Nigeria,Kwara,North Central,24203,69,7.34,Rainy,0.29,3
Jul-2019,2019,July,Nigeria,Lagos,South West,243486,506,19.02,Rainy,0.21,3
Jul-2019,2019,July,Nigeria,Ogun,South West,125407,300,21.17,Rainy,0.24,3
Jul-2019,2019,July,Nigeria,Rivers,South South,160297,393,23.09,Rainy,0.25,3
Jul-2019,2019,July,Nigeria,Enugu,South East,106506,284,24.46,Rainy,0.27,3
Aug-2019,2019,August,Nigeria,Kano,North West,646334,2099,45.17,Rainy,0.32,3
Aug-2019,2019,August,Nigeria,Kaduna,North West,338014,1053,40.3,Rainy,0.31,3
Aug-2019,2019,August,Nigeria,Borno,North East,163186,876,28.75,Rainy,0.54,3
Aug-2019,2019,August,Nigeria,Kwara,North Central,31539,86,9.56,Rainy,0.27,3
Aug-2019,2019,August,Nigeria,Lagos,South West,303977,430,23.75,Rainy,0.14,3
Aug-2019,2019,August,Nigeria,Ogun,South West,160908,506,27.16,Rainy,0.31,3
Aug-2019,2019,August,Nigeria,Rivers,South South,212573,682,30.62,Rainy,0.32,3
Aug-2019,2019,August,Nigeria,Enugu,South East,127625,428,29.3,Rainy,0.34,3
Sep-2019,2019,September,Nigeria,Kano,North West,553610,1959,38.69,Rainy,0.35,3
Sep-2019,2019,September,Nigeria,Kaduna,North West,379758,1112,45.28,Rainy,0.29,3
Sep-2019,2019,September,Nigeria,Borno,North East,167876,675,29.58,Rainy,0.40,3
Sep-2019,2019,September,Nigeria,Kwara,North Central,29622,128,8.98,Rainy,0.43,3
Sep-2019,2019,September,Nigeria,Lagos,South West,301594,601,23.56,Rainy,0.20,3
Sep-2019,2019,September,Nigeria,Ogun,South West,153881,412,25.98,Rainy,0.27,3
Sep-2019,2019,September,Nigeria,Rivers,South South,193513,395,27.87,Rainy,0.20,3
Sep-2019,2019,September,Nigeria,Enugu,South East,128244,341,29.45,Rainy,0.27,3
Oct-2019,2019,October,Nigeria,Kano,North West,608990,1974,42.56,Rainy,0.32,4
Oct-2019,2019,October,Nigeria,Kaduna,North West,390913,1189,46.61,Rainy,0.30,4
Oct-2019,2019,October,Nigeria,Borno,North East,150602,635,26.54,Rainy,0.42,4
Oct-2019,2019,October,Nigeria,Kwara,North Central,28237,77,8.56,Rainy,0.27,4
Oct-2019,2019,October,Nigeria,Lagos,South West,316880,551,24.76,Rainy,0.17,4
Oct-2019,2019,October,Nigeria,Ogun,South West,156046,410,26.34,Rainy,0.26,4
Oct-2019,2019,October,Nigeria,Rivers,South South,174679,531,25.16,Rainy,0.30,4
Oct-2019,2019,October,Nigeria,Enugu,South East,125462,346,28.81,Rainy,0.28,4
Nov-2019,2019,November,Nigeria,Kano,North West,544844,1795,38.08,Dry,0.33,4
Nov-2019,2019,November,Nigeria,Kaduna,North West,280625,722,33.46,Dry,0.26,4
Nov-2019,2019,November,Nigeria,Borno,North East,146807,578,25.87,Dry,0.39,4
Nov-2019,2019,November,Nigeria,Kwara,North Central,22954,58,6.96,Dry,0.25,4
Nov-2019,2019,November,Nigeria,Lagos,South West,248561,385,19.42,Dry,0.15,4
Nov-2019,2019,November,Nigeria,Ogun,South West,106695,258,18.01,Dry,0.24,4
Nov-2019,2019,November,Nigeria,Rivers,South South,149361,364,21.51,Dry,0.24,4
Nov-2019,2019,November,Nigeria,Enugu,South East,95058,186,21.83,Dry,0.20,4
Dec-2019,2019,December,Nigeria,Kano,North West,492310,1151,34.41,Dry,0.23,4
Dec-2019,2019,December,Nigeria,Kaduna,North West,296939,981,35.4,Dry,0.33,4
Dec-2019,2019,December,Nigeria,Borno,North East,135864,509,23.94,Dry,0.37,4
Dec-2019,2019,December,Nigeria,Kwara,North Central,21814,57,6.62,Dry,0.26,4
Dec-2019,2019,December,Nigeria,Lagos,South West,220398,382,17.22,Dry,0.17,4
Dec-2019,2019,December,Nigeria,Ogun,South West,103033,281,17.39,Dry,0.27,4
Dec-2019,2019,December,Nigeria,Rivers,South South,154450,280,22.25,Dry,0.18,4
Dec-2019,2019,December,Nigeria,Enugu,South East,100009,336,22.96,Dry,0.34,4
Jan-2020,2020,January,Nigeria,Kano,North West,362195,1173,24.67,Dry,0.32,1
Jan-2020,2020,January,Nigeria,Kaduna,North West,196748,567,22.89,Dry,0.29,1
Jan-2020,2020,January,Nigeria,Borno,North East,102077,424,17.55,Dry,0.42,1
Jan-2020,2020,January,Nigeria,Kwara,North Central,15681,39,4.64,Dry,0.25,1
Jan-2020,2020,January,Nigeria,Lagos,South West,179595,232,13.79,Dry,0.13,1
Jan-2020,2020,January,Nigeria,Ogun,South West,81875,207,13.48,Dry,0.25,1
Jan-2020,2020,January,Nigeria,Rivers,South South,104812,325,14.73,Dry,0.31,1
Jan-2020,2020,January,Nigeria,Enugu,South East,62300,151,13.96,Dry,0.24,1
Feb-2020,2020,February,Nigeria,Kano,North West,389434,1338,26.52,Dry,0.34,1
Feb-2020,2020,February,Nigeria,Kaduna,North West,207838,513,24.18,Dry,0.25,1
Feb-2020,2020,February,Nigeria,Borno,North East,98292,447,16.9,Dry,0.45,1
Feb-2020,2020,February,Nigeria,Kwara,North Central,17400,52,5.15,Dry,0.30,1
Feb-2020,2020,February,Nigeria,Lagos,South West,176148,310,13.52,Dry,0.18,1
Feb-2020,2020,February,Nigeria,Ogun,South West,76480,206,12.6,Dry,0.27,1
Feb-2020,2020,February,Nigeria,Rivers,South South,96041,266,13.5,Dry,0.28,1
Feb-2020,2020,February,Nigeria,Enugu,South East,71983,190,16.13,Dry,0.26,1
Mar-2020,2020,March,Nigeria,Kano,North West,408164,903,27.8,Dry,0.22,1
Mar-2020,2020,March,Nigeria,Kaduna,North West,242062,703,28.16,Dry,0.29,1
Mar-2020,2020,March,Nigeria,Borno,North East,106885,341,18.37,Dry,0.32,1
Mar-2020,2020,March,Nigeria,Kwara,North Central,20964,62,6.2,Dry,0.30,1
Mar-2020,2020,March,Nigeria,Lagos,South West,191864,268,14.73,Dry,0.14,1
Mar-2020,2020,March,Nigeria,Ogun,South West,101681,270,16.75,Dry,0.27,1
Mar-2020,2020,March,Nigeria,Rivers,South South,127300,289,17.89,Dry,0.23,1
Mar-2020,2020,March,Nigeria,Enugu,South East,79343,213,17.77,Dry,0.27,1
Apr-2020,2020,April,Nigeria,Kano,North West,317266,783,21.61,Rainy,0.25,2
Apr-2020,2020,April,Nigeria,Kaduna,North West,223181,649,25.96,Rainy,0.29,2
Apr-2020,2020,April,Nigeria,Borno,North East,89768,332,15.43,Rainy,0.37,2
Apr-2020,2020,April,Nigeria,Kwara,North Central,16961,37,5.02,Rainy,0.22,2
Apr-2020,2020,April,Nigeria,Lagos,South West,171874,340,13.19,Rainy,0.20,2
Apr-2020,2020,April,Nigeria,Ogun,South West,78665,206,12.96,Rainy,0.26,2
Apr-2020,2020,April,Nigeria,Rivers,South South,99314,243,13.96,Rainy,0.24,2
Apr-2020,2020,April,Nigeria,Enugu,South East,74306,202,16.65,Rainy,0.27,2
May-2020,2020,May,Nigeria,Kano,North West,434923,932,29.62,Rainy,0.21,2
May-2020,2020,May,Nigeria,Kaduna,North West,231315,832,26.91,Rainy,0.36,2
May-2020,2020,May,Nigeria,Borno,North East,110435,385,18.98,Rainy,0.35,2
May-2020,2020,May,Nigeria,Kwara,North Central,15907,47,4.71,Rainy,0.30,2
May-2020,2020,May,Nigeria,Lagos,South West,202597,343,15.55,Rainy,0.17,2
May-2020,2020,May,Nigeria,Ogun,South West,87592,162,14.43,Rainy,0.18,2
May-2020,2020,May,Nigeria,Rivers,South South,110228,261,15.49,Rainy,0.24,2
May-2020,2020,May,Nigeria,Enugu,South East,77724,218,17.41,Rainy,0.28,2
Jun-2020,2020,June,Nigeria,Kano,North West,517979,1488,35.28,Rainy,0.29,2
Jun-2020,2020,June,Nigeria,Kaduna,North West,290965,825,33.85,Rainy,0.28,2
Jun-2020,2020,June,Nigeria,Borno,North East,118685,473,20.4,Rainy,0.40,2
Jun-2020,2020,June,Nigeria,Kwara,North Central,22543,60,6.67,Rainy,0.27,2
Jun-2020,2020,June,Nigeria,Lagos,South West,254384,409,19.53,Rainy,0.16,2
Jun-2020,2020,June,Nigeria,Ogun,South West,93452,274,15.39,Rainy,0.29,2
Jun-2020,2020,June,Nigeria,Rivers,South South,150435,428,21.14,Rainy,0.28,2
Jun-2020,2020,June,Nigeria,Enugu,South East,88385,184,19.8,Rainy,0.21,2
Jul-2020,2020,July,Nigeria,Kano,North West,575585,1428,39.2,Rainy,0.25,3
Jul-2020,2020,July,Nigeria,Kaduna,North West,341071,1157,39.67,Rainy,0.34,3
Jul-2020,2020,July,Nigeria,Borno,North East,149357,570,25.68,Rainy,0.38,3
Jul-2020,2020,July,Nigeria,Kwara,North Central,26789,87,7.93,Rainy,0.32,3
Jul-2020,2020,July,Nigeria,Lagos,South West,285654,509,21.93,Rainy,0.18,3
Jul-2020,2020,July,Nigeria,Ogun,South West,127451,275,20.99,Rainy,0.22,3
Jul-2020,2020,July,Nigeria,Rivers,South South,170941,452,24.02,Rainy,0.26,3
Jul-2020,2020,July,Nigeria,Enugu,South East,124306,344,27.85,Rainy,0.28,3
Aug-2020,2020,August,Nigeria,Kano,North West,721744,2191,49.16,Rainy,0.30,3
Aug-2020,2020,August,Nigeria,Kaduna,North West,329936,902,38.38,Rainy,0.27,3
Aug-2020,2020,August,Nigeria,Borno,North East,189136,542,32.51,Rainy,0.29,3
Aug-2020,2020,August,Nigeria,Kwara,North Central,31886,79,9.43,Rainy,0.25,3
Aug-2020,2020,August,Nigeria,Lagos,South West,321088,484,24.65,Rainy,0.15,3
Aug-2020,2020,August,Nigeria,Ogun,South West,126879,271,20.9,Rainy,0.21,3
Aug-2020,2020,August,Nigeria,Rivers,South South,211788,405,29.76,Rainy,0.19,3
Aug-2020,2020,August,Nigeria,Enugu,South East,125102,338,28.02,Rainy,0.27,3
Sep-2020,2020,September,Nigeria,Kano,North West,689045,2386,46.93,Rainy,0.35,3
Sep-2020,2020,September,Nigeria,Kaduna,North West,414029,1562,48.16,Rainy,0.38,3
Sep-2020,2020,September,Nigeria,Borno,North East,205008,836,35.24,Rainy,0.41,3
Sep-2020,2020,September,Nigeria,Kwara,North Central,33077,76,9.79,Rainy,0.23,3
Sep-2020,2020,September,Nigeria,Lagos,South West,340392,475,26.13,Rainy,0.14,3
Sep-2020,2020,September,Nigeria,Ogun,South West,154806,416,25.49,Rainy,0.27,3
Sep-2020,2020,September,Nigeria,Rivers,South South,213750,567,30.04,Rainy,0.27,3
Sep-2020,2020,September,Nigeria,Enugu,South East,133542,408,29.91,Rainy,0.31,3
Oct-2020,2020,October,Nigeria,Kano,North West,726306,2008,49.47,Rainy,0.28,4
Oct-2020,2020,October,Nigeria,Kaduna,North West,445285,1527,51.8,Rainy,0.34,4
Oct-2020,2020,October,Nigeria,Borno,North East,179752,542,30.9,Rainy,0.30,4
Oct-2020,2020,October,Nigeria,Kwara,North Central,32532,76,9.63,Rainy,0.23,4
Oct-2020,2020,October,Nigeria,Lagos,South West,353904,680,27.17,Rainy,0.19,4
Oct-2020,2020,October,Nigeria,Ogun,South West,152627,357,25.14,Rainy,0.23,4
Oct-2020,2020,October,Nigeria,Rivers,South South,181953,473,25.57,Rainy,0.26,4
Oct-2020,2020,October,Nigeria,Enugu,South East,143740,315,32.2,Rainy,0.22,4
Nov-2020,2020,November,Nigeria,Kano,North West,577743,1248,39.35,Dry,0.22,4
Nov-2020,2020,November,Nigeria,Kaduna,North West,356357,1037,41.45,Dry,0.29,4
Nov-2020,2020,November,Nigeria,Borno,North East,162547,600,27.94,Dry,0.37,4
Nov-2020,2020,November,Nigeria,Kwara,North Central,26728,75,7.91,Dry,0.28,4
Nov-2020,2020,November,Nigeria,Lagos,South West,289162,412,22.2,Dry,0.14,4
Nov-2020,2020,November,Nigeria,Ogun,South West,128001,259,21.08,Dry,0.20,4
Nov-2020,2020,November,Nigeria,Rivers,South South,154010,396,21.64,Dry,0.26,4
Nov-2020,2020,November,Nigeria,Enugu,South East,121788,333,27.28,Dry,0.27,4
Dec-2020,2020,December,Nigeria,Kano,North West,397048,1191,27.04,Dry,0.30,4
Dec-2020,2020,December,Nigeria,Kaduna,North West,241674,600,28.11,Dry,0.25,4
Dec-2020,2020,December,Nigeria,Borno,North East,95980,437,16.5,Dry,0.46,4
Dec-2020,2020,December,Nigeria,Kwara,North Central,21263,72,6.29,Dry,0.34,4
Dec-2020,2020,December,Nigeria,Lagos,South West,217576,451,16.7,Dry,0.21,4
Dec-2020,2020,December,Nigeria,Ogun,South West,102907,273,16.95,Dry,0.27,4
Dec-2020,2020,December,Nigeria,Rivers,South South,128350,256,18.04,Dry,0.20,4
Dec-2020,2020,December,Nigeria,Enugu,South East,85221,204,19.09,Dry,0.24,4
Jan-2021,2021,January,Nigeria,Kano,North West,345155,1012,22.91,Dry,0.29,1
Jan-2021,2021,January,Nigeria,Kaduna,North West,186294,517,21.14,Dry,0.28,1
Jan-2021,2021,January,Nigeria,Borno,North East,99239,427,16.64,Dry,0.43,1
Jan-2021,2021,January,Nigeria,Kwara,North Central,17463,40,5.04,Dry,0.23,1
Jan-2021,2021,January,Nigeria,Lagos,South West,173009,285,13.05,Dry,0.16,1
Jan-2021,2021,January,Nigeria,Ogun,South West,78536,155,12.62,Dry,0.20,1
Jan-2021,2021,January,Nigeria,Rivers,South South,110967,294,15.21,Dry,0.26,1
Jan-2021,2021,January,Nigeria,Enugu,South East,67192,176,14.68,Dry,0.26,1
Feb-2021,2021,February,Nigeria,Kano,North West,388393,1172,25.78,Dry,0.30,1
Feb-2021,2021,February,Nigeria,Kaduna,North West,261808,839,29.71,Dry,0.32,1
Feb-2021,2021,February,Nigeria,Borno,North East,123125,460,20.65,Dry,0.37,1
Feb-2021,2021,February,Nigeria,Kwara,North Central,18150,53,5.24,Dry,0.29,1
Feb-2021,2021,February,Nigeria,Lagos,South West,186990,328,14.1,Dry,0.18,1
Feb-2021,2021,February,Nigeria,Ogun,South West,96676,227,15.53,Dry,0.23,1
Feb-2021,2021,February,Nigeria,Rivers,South South,131434,248,18.02,Dry,0.19,1
Feb-2021,2021,February,Nigeria,Enugu,South East,82765,205,18.09,Dry,0.25,1
Mar-2021,2021,March,Nigeria,Kano,North West,381698,964,25.33,Dry,0.25,1
Mar-2021,2021,March,Nigeria,Kaduna,North West,209562,752,23.78,Dry,0.36,1
Mar-2021,2021,March,Nigeria,Borno,North East,104690,428,17.56,Dry,0.41,1
Mar-2021,2021,March,Nigeria,Kwara,North Central,18444,61,5.32,Dry,0.33,1
Mar-2021,2021,March,Nigeria,Lagos,South West,191600,310,14.45,Dry,0.16,1
Mar-2021,2021,March,Nigeria,Ogun,South West,88061,190,14.15,Dry,0.22,1
Mar-2021,2021,March,Nigeria,Rivers,South South,113912,245,15.62,Dry,0.22,1
Mar-2021,2021,March,Nigeria,Enugu,South East,88136,200,19.26,Dry,0.23,1
Apr-2021,2021,April,Nigeria,Kano,North West,370955,877,24.62,Rainy,0.24,2
Apr-2021,2021,April,Nigeria,Kaduna,North West,228956,882,25.98,Rainy,0.39,2
Apr-2021,2021,April,Nigeria,Borno,North East,111751,416,18.74,Rainy,0.37,2
Apr-2021,2021,April,Nigeria,Kwara,North Central,16474,37,4.76,Rainy,0.22,2
Apr-2021,2021,April,Nigeria,Lagos,South West,208088,370,15.7,Rainy,0.18,2
Apr-2021,2021,April,Nigeria,Ogun,South West,80034,211,12.86,Rainy,0.26,2
Apr-2021,2021,April,Nigeria,Rivers,South South,109809,243,15.05,Rainy,0.22,2
Apr-2021,2021,April,Nigeria,Enugu,South East,69799,153,15.25,Rainy,0.22,2
May-2021,2021,May,Nigeria,Kano,North West,328150,793,21.78,Rainy,0.24,2
May-2021,2021,May,Nigeria,Kaduna,North West,224366,807,25.46,Rainy,0.36,2
May-2021,2021,May,Nigeria,Borno,North East,92669,423,15.54,Rainy,0.46,2
May-2021,2021,May,Nigeria,Kwara,North Central,15156,41,4.37,Rainy,0.27,2
May-2021,2021,May,Nigeria,Lagos,South West,160524,215,12.11,Rainy,0.13,2
May-2021,2021,May,Nigeria,Ogun,South West,75764,187,12.17,Rainy,0.25,2
May-2021,2021,May,Nigeria,Rivers,South South,109543,242,15.02,Rainy,0.22,2
May-2021,2021,May,Nigeria,Enugu,South East,67913,177,14.84,Rainy,0.26,2
Jun-2021,2021,June,Nigeria,Kano,North West,443364,1212,29.43,Rainy,0.27,2
Jun-2021,2021,June,Nigeria,Kaduna,North West,290915,859,33.01,Rainy,0.30,2
Jun-2021,2021,June,Nigeria,Borno,North East,134306,493,22.53,Rainy,0.37,2
Jun-2021,2021,June,Nigeria,Kwara,North Central,23053,68,6.65,Rainy,0.29,2
Jun-2021,2021,June,Nigeria,Lagos,South West,215454,393,16.25,Rainy,0.18,2
Jun-2021,2021,June,Nigeria,Ogun,South West,106168,315,17.06,Rainy,0.30,2
Jun-2021,2021,June,Nigeria,Rivers,South South,149319,440,20.47,Rainy,0.29,2
Jun-2021,2021,June,Nigeria,Enugu,South East,96941,270,21.19,Rainy,0.28,2
Jul-2021,2021,July,Nigeria,Kano,North West,670246,1322,44.48,Rainy,0.20,3
Jul-2021,2021,July,Nigeria,Kaduna,North West,355339,1048,40.32,Rainy,0.29,3
Jul-2021,2021,July,Nigeria,Borno,North East,164569,647,27.6,Rainy,0.39,3
Jul-2021,2021,July,Nigeria,Kwara,North Central,29864,81,8.62,Rainy,0.27,3
Jul-2021,2021,July,Nigeria,Lagos,South West,311911,462,23.53,Rainy,0.15,3
Jul-2021,2021,July,Nigeria,Ogun,South West,137166,369,22.04,Rainy,0.27,3
Jul-2021,2021,July,Nigeria,Rivers,South South,178997,441,24.54,Rainy,0.25,3
Jul-2021,2021,July,Nigeria,Enugu,South East,118653,297,25.93,Rainy,0.25,3
Aug-2021,2021,August,Nigeria,Kano,North West,640426,1592,42.5,Rainy,0.25,3
Aug-2021,2021,August,Nigeria,Kaduna,North West,357928,982,40.62,Rainy,0.27,3
Aug-2021,2021,August,Nigeria,Borno,North East,165795,688,27.81,Rainy,0.41,3
Aug-2021,2021,August,Nigeria,Kwara,North Central,28597,68,8.25,Rainy,0.24,3
Aug-2021,2021,August,Nigeria,Lagos,South West,281646,572,21.24,Rainy,0.20,3
Aug-2021,2021,August,Nigeria,Ogun,South West,145176,383,23.33,Rainy,0.26,3
Aug-2021,2021,August,Nigeria,Rivers,South South,200152,424,27.44,Rainy,0.21,3
Aug-2021,2021,August,Nigeria,Enugu,South East,131721,335,28.79,Rainy,0.25,3
Sep-2021,2021,September,Nigeria,Kano,North West,753834,1843,50.03,Rainy,0.24,3
Sep-2021,2021,September,Nigeria,Kaduna,North West,383079,1137,43.47,Rainy,0.30,3
Sep-2021,2021,September,Nigeria,Borno,North East,183430,522,30.76,Rainy,0.28,3
Sep-2021,2021,September,Nigeria,Kwara,North Central,30023,89,8.67,Rainy,0.30,3
Sep-2021,2021,September,Nigeria,Lagos,South West,318525,672,24.03,Rainy,0.21,3
Sep-2021,2021,September,Nigeria,Ogun,South West,135773,328,21.81,Rainy,0.24,3
Sep-2021,2021,September,Nigeria,Rivers,South South,197790,566,27.12,Rainy,0.29,3
Sep-2021,2021,September,Nigeria,Enugu,South East,124657,256,27.24,Rainy,0.21,3
Oct-2021,2021,October,Nigeria,Kano,North West,740195,2262,49.13,Rainy,0.31,4
Oct-2021,2021,October,Nigeria,Kaduna,North West,440135,1020,49.95,Rainy,0.23,4
Oct-2021,2021,October,Nigeria,Borno,North East,195989,570,32.87,Rainy,0.29,4
Oct-2021,2021,October,Nigeria,Kwara,North Central,34056,91,9.83,Rainy,0.27,4
Oct-2021,2021,October,Nigeria,Lagos,South West,356655,614,26.9,Rainy,0.17,4
Oct-2021,2021,October,Nigeria,Ogun,South West,171869,383,27.61,Rainy,0.22,4
Oct-2021,2021,October,Nigeria,Rivers,South South,231009,471,31.67,Rainy,0.20,4
Oct-2021,2021,October,Nigeria,Enugu,South East,139699,347,30.53,Rainy,0.25,4
Nov-2021,2021,November,Nigeria,Kano,North West,481473,1120,31.95,Dry,0.23,4
Nov-2021,2021,November,Nigeria,Kaduna,North West,300662,786,34.12,Dry,0.26,4
Nov-2021,2021,November,Nigeria,Borno,North East,132107,541,22.16,Dry,0.41,4
Nov-2021,2021,November,Nigeria,Kwara,North Central,25774,76,7.44,Dry,0.29,4
Nov-2021,2021,November,Nigeria,Lagos,South West,243106,446,18.34,Dry,0.18,4
Nov-2021,2021,November,Nigeria,Ogun,South West,120796,274,19.41,Dry,0.23,4
Nov-2021,2021,November,Nigeria,Rivers,South South,131087,280,17.97,Dry,0.21,4
Nov-2021,2021,November,Nigeria,Enugu,South East,89349,195,19.53,Dry,0.22,4
Dec-2021,2021,December,Nigeria,Kano,North West,471067,1111,31.26,Dry,0.24,4
Dec-2021,2021,December,Nigeria,Kaduna,North West,265653,734,30.15,Dry,0.28,4
Dec-2021,2021,December,Nigeria,Borno,North East,127510,536,21.39,Dry,0.42,4
Dec-2021,2021,December,Nigeria,Kwara,North Central,18372,45,5.3,Dry,0.24,4
Dec-2021,2021,December,Nigeria,Lagos,South West,232549,450,17.54,Dry,0.19,4
Dec-2021,2021,December,Nigeria,Ogun,South West,104551,245,16.8,Dry,0.23,4
Dec-2021,2021,December,Nigeria,Rivers,South South,127845,301,17.53,Dry,0.24,4
Dec-2021,2021,December,Nigeria,Enugu,South East,100349,248,21.93,Dry,0.25,4
Jan-2022,2022,January,Nigeria,Kano,North West,301454,896,19.5,Dry,0.30,1
Jan-2022,2022,January,Nigeria,Kaduna,North West,214365,688,23.73,Dry,0.32,1
